,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
1280,Bopomkeyville,Fqjiland,11.812,31.659,8.507,43.185,20.994,48.549,8.268,5.335,29.419,1.27,73.333,46.636,5.444,54.052,107.519,65.845,4.762,13.851,8.415,0.951,5.534,37.798,19.545,31.757,59.513,92.687,57.86,15.8,7.953,2.807,65.404,26.257,16.956,55.394,85.629,62.688,64.483,52.005,21.259,19.099,69.883,13.717,34.799,84.534,28.701,35.017,8.068,43.216,93.033,70.625,49.466,26.764,32.63,46.316,28.313,1
1281,Innryeoville,Cwgeland,3.56,29.586,8.538,52.547,69.735,13.973,52.89,56.965,22.921,1.857,3.806,52.963,63.623,73.165,82.131,18.201,37.114,87.152,30.2,1.733,15.243,0.242,120.051,92.037,66.383,96.347,59.578,100.026,28.467,3.837,41.836,30.314,38.443,26.58,5.182,49.886,119.676,61.936,20.439,7.696,28.529,49.093,10.715,27.912,74.638,12.108,5.27,54.398,72.004,39.537,101.946,102.4,16.322,10.102,27.25,1
1282,Khypvpywville,Ixiyyhland,12.297,31.498,7.783,5.187,17.376,0.872,52.837,2.898,69.528,2.064,43.766,101.914,103.828,51.034,40.585,70.757,39.884,15.844,31.304,2.712,89.891,1.261,27.628,56.619,37.446,63.673,12.024,52.562,25.754,2.464,50.153,50.503,25.475,48.264,34.041,43.242,36.212,90.94,34.53,34.018,21.703,20.084,125.578,0.978,1.43,45.404,55.389,25.291,32.634,68.652,69.009,49.738,109.473,21.646,10.334,1
1283,Uovylgville,Fqrgzland,8.745,32.633,6.946,83.255,111.388,0.158,79.563,17.117,110.752,1.985,67.97,105.297,24.905,64.269,105.632,21.563,15.884,62.967,21.849,1.986,61.226,28.356,24.353,72.877,127.864,59.556,83.062,24.524,35.27,1.012,2.588,25.198,51.122,20.551,0.242,49.859,46.292,47.336,26.809,92.873,125.48,24.132,105.776,116.969,25.065,87.675,68.2,45.809,110.121,52.39,89.532,100.298,31.088,29.794,60.237,1
1284,Fuzbhwuville,Iztfland,7.202,28.866,8.79,77.545,121.763,21.834,61.529,16.309,56.145,2.226,4.492,16.698,57.748,114.413,32.048,112.54,100.687,71.057,29.064,1.38,26.262,89.895,8.226,88.79,16.403,22.927,52.449,49.981,78.576,2.259,77.142,121.979,120.022,95.609,59.65,67.022,1.903,53.062,74.022,22.494,7.895,43.634,58.938,86.764,79.576,18.983,38.436,7.23,73.019,96.364,59.095,10.857,131.55,48.483,115.204,1
1285,Udhwuville,Krstryland,14.114,29.391,10.665,9.099,22.903,63.781,54.346,27.622,53.082,1.035,81.329,72.197,40.465,51.772,115.003,36.724,76.969,35.292,44.722,1.995,37.849,15.446,19.715,24.142,24.068,20.503,46.245,80.681,71.931,4.116,41.906,91.391,59.065,38.314,22.604,20.914,52.24,105.475,94.202,76.184,20.123,63.084,49.59,46.655,9.944,52.449,75.711,85.211,2.735,63.788,85.542,35.132,17.369,58.223,49.166,1
1286,Xvxypcyville,Kuzlvland,14.401,24.469,7.129,89.333,31.866,26.851,124.359,22.816,75.035,2.067,97.852,122.573,16.508,8.331,49.056,52.449,1.014,31.861,53.248,1.449,66.709,18.285,104.519,1.322,17.62,54.929,56.293,60.654,8.69,3.823,87.062,12.422,126.556,70.552,112.656,110.177,82.664,109.971,28.991,115.506,106.881,33.511,3.373,74.624,105.824,14.818,54.356,81.44,5.066,34.299,83.386,40.413,10.155,8.931,71.445,1
1287,Bmvijifsville,Ndwkklland,10.964,31.446,8.441,34.206,34.51,71.333,80.72,96.972,75.114,1.602,62.929,9.49,52.35,71.193,9.914,41.892,14.655,71.226,17.98,1.642,67.035,15.801,60.645,3.179,109.619,16.513,94.34,76.502,6.113,3.716,45.426,47.269,50.723,81.611,52.591,70.673,14.22,57.824,78.868,96.899,9.426,104.195,82.444,108.178,16.091,45.896,52.069,27.335,33.76,11.191,100.59,34.378,84.93,69.605,71.098,1
1288,Lxvlsville,Bzzwland,15.387,39.02,8.056,72.397,81.537,45.029,41.868,31.804,77.333,1.056,13.648,19.163,76.463,53.9,132.559,17.033,3.112,116.479,22.213,0.055,110.354,44.011,21.906,2.748,91.905,101.318,53.542,52.188,53.868,3.09,102.746,29.599,62.789,95.91,18.636,40.02,81.417,28.802,7.964,11.428,70.407,39.317,65.947,11.453,47.161,18.306,43.819,32.458,51.841,100.622,69.627,16.882,51.037,45.846,52.638,1
1289,Xczpisville,Krstryland,8.342,33.393,8.879,0.328,39.694,26.55,54.165,73.831,43.644,1.427,45.907,80.402,23.549,94.286,30.823,43.653,118.739,61.468,86.199,1.143,24.627,14.684,22.201,15.499,45.129,100.017,94.715,22.788,50.785,0.861,87.903,74.971,22.934,13.573,60.893,24.103,12.822,42.176,11.599,66.436,2.361,52.542,36.584,7.884,10.372,101.228,1.678,118.656,35.091,70.871,40.017,140.812,86.081,113.882,120.843,1
1290,Bmvijifsville,Ljkphland,10.983,39.192,9.618,76.628,33.378,109.022,77.369,54.794,2.633,1.14,94.393,53.719,47.526,59.973,31.314,60.787,7.608,32.114,55.304,1.524,20.239,16.402,25.41,64.146,7.287,8.872,7.458,13.455,87.273,3.257,53.815,69.989,91.751,142.066,10.234,19.604,21.549,50.481,82.308,25.821,46.172,8.253,59.108,29.388,14.309,134.708,89.339,25.619,17.43,38.702,41.003,85.51,0.396,28.034,35.824,1
1291,Jjckkkaville,Bnqvztland,12.52,39.061,7.863,47.099,53.453,63.962,5.74,72.02,26.494,1.716,90.659,4.563,99.995,1.11,29.911,47.026,51.62,77.153,16.387,1.074,35.527,42.051,14.244,52.423,12.526,122.425,41.709,40.713,34.299,3.67,2.12,4.481,45.47,2.12,42.148,12.175,58.462,57.803,82.379,37.489,76.742,38.76,40.823,5.918,38.384,36.667,60.504,21.274,11.352,6.199,9.388,110.811,11.534,81.661,78.452,1
1292,Xqfodville,Krstryland,11.709,26.922,6.571,58.962,75.984,10.188,63.818,40.913,75.644,2.034,61.048,26.828,58.275,137.633,4.216,5.888,7.604,30.858,95.121,1.042,5.44,62.126,105.734,2.838,118.325,22.299,21.844,118.431,19.324,1.751,90.416,75.75,21.301,97.257,62.385,35.448,58.141,34.989,34.854,18.505,4.222,28.861,25.942,12.044,10.5,35.579,74.841,51.55,2.798,78.64,24.89,15.991,88.257,21.834,111.688,0
1293,Bopomkeyville,Uqmysxland,12.583,31.287,8.076,4.81,6.482,35.188,22.63,33.053,42.631,1.494,8.523,20.505,73.702,94.395,41.034,76.772,4.68,126.692,1.591,2.237,33.688,50.545,44.561,22.413,27.237,98.458,57.558,3.151,28.566,1.882,109.429,57.534,61.013,48.08,51.617,86.64,9.922,6.785,47.043,48.586,21.335,61.832,2.906,97.295,0.835,69.79,69.068,33.812,53.913,50.729,42.428,13.37,72.675,21.761,43.901,1
1294,Lxvlsville,Ajqegzland,3.81,33.76,9.287,3.496,50.235,42.646,93.662,61.358,26.828,1.513,28.661,15.494,111.831,26.324,0.86,41.428,61.413,65.502,27.721,0.211,77.218,53.046,9.328,83.927,32.903,64.372,88.745,56.44,26.231,0.07,35.374,27.72,27.726,115.117,32.338,111.687,34.607,4.182,9.491,33.511,17.879,48.028,94.689,31.237,120.73,107.172,36.407,39.492,101.336,6.003,18.473,24.677,4.766,27.148,12.606,1
1295,Acrngtville,Ajlqkhland,15.737,32.025,8.99,54.325,120.724,6.13,72.981,29.632,85.876,2.271,124.543,18.672,28.469,27.067,3.389,68.118,90.275,113.681,1.964,1.168,61.071,135.937,103.853,32.933,81.24,51.863,34.269,110.816,12.04,2.971,85.839,82.449,7.335,5.261,68.329,51.665,25.852,66.509,7.435,59.563,64.426,48.487,8.722,42.122,0.549,46.978,89.067,72.899,39.265,39.416,69.761,143.674,36.821,53.852,35.794,1
1296,Zjpwmville,Jijyvland,7.254,41.254,6.786,36.854,75.024,123.284,13.39,64.959,69.877,2.096,49.437,46.125,42.12,69.512,1.783,17.362,83.223,37.768,5.6,2.113,111.678,80.323,39.804,50.149,40.613,54.244,8.753,50.965,27.819,2.753,9.246,12.011,73.762,24.585,6.896,8.975,25.942,54.743,106.365,32.907,35.029,93.784,57.399,11.832,84.511,106.751,54.553,21.766,29.799,53.731,60.761,36.829,38.797,51.96,47.045,1
1297,Bopomkeyville,Dlemtmland,12.07,41.941,10.812,31.878,36.515,54.153,99.295,31.213,112.814,1.51,82.575,23.778,59.12,88.987,13.567,24.038,32.963,131.124,89.912,2.444,39.051,60.692,53.254,4.828,6.794,104.015,75.327,27.013,60.235,1.928,9.256,0.119,3.117,55.755,19.806,12.724,17.946,11.804,22.201,105.775,15.452,10.423,38.418,1.301,73.839,50.003,53.668,97.51,45.708,14.183,119.873,0.761,92.824,21.764,53.383,1
1298,Jzzgyyfkville,Duufland,6.985,32.965,7.376,54.793,83.124,32.471,68.788,42.024,45.94,1.511,62.598,75.95,128.868,101.065,14.253,29.439,16.005,56.915,59.61,2.084,75.089,78.151,90.994,53.23,44.701,78.452,12.594,59.215,31.84,2.175,23.561,7.584,95.796,37.725,76.337,76.827,42.524,14.093,53.223,59.086,103.739,23.103,49.704,16.157,91.641,78.216,28.021,7.729,104.24,63.949,43.682,42.928,42.03,30.19,82.53,1
1299,Xvxypcyville,Edxbsland,16,33.778,8.061,10.402,24.043,58.378,22.016,16.425,3.413,1.69,27.687,128.058,66.337,36.589,114.093,24.992,9.478,43.074,51.799,3.037,31.877,93.892,72.076,13.334,84.265,53.391,49.957,45.428,72.757,3.566,41.159,11.151,16.509,73.928,19.671,106.423,15.634,79.072,37.864,51.964,46.051,21.661,112.059,23.323,86.865,47.059,37.532,29.864,124.181,58.627,41.535,58.191,20.849,123.479,71.589,1
1300,Alyptville,Bnqvztland,6.419,29.657,7.009,98.849,61.58,51.362,90.264,54.05,61.864,1.026,63.666,18.625,52.208,17.607,25.592,3.705,53.757,64.53,53.003,0.707,30.039,1.205,63.156,9.234,38.359,56.913,4.441,4.907,67.144,4.344,36.539,37.209,3.21,66.665,56.999,49.951,48.687,87.572,68.325,75.292,15.807,94.6,61.856,120.679,37.76,37.262,100.784,87.553,34.924,61.989,53.193,42.636,65.575,123.397,120.173,0
1301,Xcxhsismville,Bnqvztland,8.383,41.628,10.149,42.434,2.554,2.908,4.608,25.306,27.663,2.106,13.977,80.694,79.613,27.596,17.651,48.145,70.229,76.263,33.679,0.372,51.671,94.434,65.326,127.172,62.87,38.377,123.955,19.105,18.571,3.357,69.433,13.027,16.381,74.691,65.132,123.082,77.875,64.261,40.763,79.962,37.977,0.418,27.565,31.011,53.544,106.307,23.395,129.744,61.353,15.088,55.106,4.8,3.606,21.914,81.006,1
1302,Xbdztusville,Ojbdaland,9.502,41.618,8.62,108.508,10.79,91.89,16.504,57.401,103.233,1.086,96.775,109.074,74.228,73.596,75.864,118.14,42.192,80.728,25.216,1.395,128.084,12.277,17.918,12.204,42.258,27.814,46.183,22.024,92.582,1.93,11.833,45.43,26.604,89.184,43.849,23.941,47.239,66.441,67.311,42.436,34.261,46.975,51.249,74,5.108,53.675,20.141,76.938,19.229,67.866,61.159,76.499,63.132,50.216,39.209,0
1303,Agdmrville,Xnrealand,10.335,25.533,8.462,56.794,55.107,2.97,61.448,4.979,37.636,1.19,26.089,107.987,38.128,67.648,29.087,102.126,93.461,12.678,18.309,1.231,128.391,38.55,27.574,102.546,28.609,19.908,61.585,66.719,18.377,5.685,4.33,78.162,117.028,19.458,17.101,54.362,18.954,82.967,43.134,102.826,18.815,66.38,19.592,30.49,2.307,85.027,92.601,107.724,88.932,46.811,37.031,15.954,19.984,37.946,45.037,0
1304,Lovxoehville,Iztfland,4.408,33.353,6.233,42.67,17.929,73.145,1.928,2.343,57.523,0.793,69.853,65.652,68.955,5.334,28.218,32.522,3.726,69.232,62.074,0.571,23.043,52.146,25.765,46.694,71.571,2.756,61.196,50.723,71.322,1.697,81.042,73.951,53.881,55.58,50.356,38.065,80.295,65.485,28.167,54.189,7.297,30.295,74.272,59.463,79.64,6.403,53.403,94.709,127.952,81.647,90.575,4.758,83.384,0.553,9.483,1
1305,Mffvdville,Oexcsiland,5.869,34.515,8.05,5.067,13.241,34.004,41.692,53.584,75.472,0.683,87.258,66.85,30.372,58.498,31.85,14.546,85.786,63.22,71.784,1.006,24.88,17,25.53,37.49,39.435,14.627,54.006,47.473,36.477,2.442,55.478,5.311,40.572,12.195,100.086,20.746,61.24,9.078,95.267,37.66,64.848,14.535,95.398,35.669,27.181,90.771,67.71,15.554,121.329,96.686,45.101,67.574,82.944,5.547,81.235,1
1306,Apzjbbville,Txvvland,6.107,39.19,10.649,46.628,88.691,99.37,3.87,22.854,62.695,1.008,14.698,42.336,40.575,11.804,34.781,53.622,59.26,57.316,19.114,2.357,25.513,21.082,60.001,97.605,46.447,95.245,40.914,34.864,75.321,2.633,50.454,10.506,46.938,101.994,107.482,5.952,15.013,67.931,34.137,68.953,139.988,16.357,99.173,46.803,11.239,16.186,16.089,5.867,88.797,71.444,56.221,116.331,4.811,126.788,111.401,1
1307,Jzzgyyfkville,Xnrealand,6.412,35.695,10.125,52.313,54.078,43.621,33.069,88.361,57.297,1.92,70.965,8.262,61.579,51.974,38.179,30.964,43.479,64.588,77.881,1.337,70.534,33.86,23.546,51.695,65.255,3.738,106.246,75.189,24.194,3.331,26.037,24.783,111.048,32.43,28.426,60.663,78.134,25.349,105.241,9.714,19.474,25.802,17.355,22.818,64.876,39.121,47.852,50.666,38.029,20.005,2.352,45.557,46.225,8.052,74.345,1
1308,Bopomkeyville,Bhrsnland,6.669,37.613,8.729,42.342,60.389,22.409,16.267,71.852,96.756,1.944,40.509,4.675,80.501,18.561,109.042,64.98,38.91,64.784,15.567,2.229,7.604,59.701,17.642,129.278,49.95,70.292,52.044,47.617,63.299,3.448,19.562,24.037,89.479,69.937,54.368,74.604,11.163,64.637,117.712,25.112,48.218,107.835,86.024,41.512,47.026,66.692,92.937,73.966,48.369,71.166,42.177,21.69,66.574,8.258,1.388,1
1309,Flbeoville,Jijyvland,12.271,32.213,9.506,32.719,120.116,37.541,30.42,122.595,65.376,2.053,90.039,51.061,141.802,56.141,19.039,0.453,32.255,38.534,17.594,1.172,38.846,99.008,6.981,65.345,89.652,23.228,59.637,28.667,52.776,3.114,26.039,19.765,26.386,0.859,15.498,70.079,36.748,8.274,38.756,70.992,22.505,53.079,48.291,61.882,4.009,38.19,93.372,74.365,41.078,10.586,12.091,1.478,35.706,30.271,49.654,1
1310,Alyptville,Xtmamxland,10.58,34.577,10.263,8.306,83.129,21.019,70.292,1.15,13.109,1.636,41.372,4.722,85.27,1.78,52.015,83.769,25.286,102.498,8.903,1.357,21.004,49.725,65.467,56.234,12.112,72.425,28.734,43.482,90.065,4.238,96.726,47.942,16.963,9.349,1.934,0.354,79.447,39.603,22.632,112.371,24.772,57.649,40.933,43.113,119.641,111.969,92.172,62.003,57.379,67.212,65.377,19.871,69.689,48.991,49.832,1
1311,Luwmfmtwville,Ayqbland,9.99,39.016,8.425,33.017,77.142,3.261,58.79,63.655,56.504,1.693,86.889,97.61,7.544,27.373,45.57,44.875,50.034,77.314,65.468,2.785,84.766,49.838,42.421,73.69,34.242,2.815,118.955,92.549,63.155,3.459,81.883,93.124,21.076,50.08,41.826,64.977,50.385,49.637,104.266,54.301,124.183,22.3,89.941,6.502,21.925,14.401,54.108,30.93,67.556,10.949,25.676,32.311,16.209,12.085,115.012,1
1312,Hocgneqfville,Xfvzvland,13.986,39.333,9.907,37.224,38.732,36.072,35.496,30.023,61.239,2.24,56.449,16.539,33.531,56.457,52.409,76.313,55.762,72.91,64.054,0.106,104.406,51.004,106.914,1.217,14.838,29.384,3.145,68.867,137.519,3.112,42.461,69.605,14.313,20.024,42.401,44.238,27.503,15.75,48.346,41.195,22.385,27.663,80.217,43.802,8.203,42.927,59.675,29.267,118.724,54.887,130.163,117.176,14.69,44.011,37.663,1
1313,Unzyomkville,Hrycrjland,10.437,21.075,7.94,79.018,11.835,42.64,36.231,50.403,10.947,1.153,40.781,48.62,23.171,86.509,5.442,95.142,85.195,43.305,63.037,3.05,77.899,97.35,45.701,72.559,53.299,74.094,123.14,63.401,40.445,3.066,22.035,113.24,22.406,39.034,3.132,82.602,109.666,67.297,0.384,38.497,23.854,29.432,86.869,56.164,15.184,32.237,46.699,0.847,64.82,36.149,6.025,64.93,7.027,93.142,2.029,1
1314,Ovvwyville,Srkaland,4.251,30.516,10.8,9.127,31.817,48.488,12.256,20.615,7.715,2.127,89.702,7.567,12.772,26.633,14.985,110.101,6.964,9.116,80.178,0.832,20.046,88.134,20.339,66.186,81.011,16.818,0.672,59.742,34.126,0.07,21.379,40.751,23.867,11.165,68.469,0.745,97.532,35.274,44,7.278,46.607,30.65,13.968,74.811,18.046,93.667,70.268,42.078,3.744,33.55,26.084,33.169,44.963,3.322,21.189,1
1315,Mffvdville,Zaikland,11.367,38.017,7.39,9.643,62.331,52.962,15.448,135.282,12.133,1.33,6.49,62.721,54.845,26.604,118.513,14.46,35.13,78.474,85.363,1.906,35.853,84.235,27.326,71.016,36.506,67.099,79.242,9.222,68.537,4.505,38.605,5.883,46.457,76.072,19.82,43.919,89.948,21.793,114.945,27.518,0.111,67.455,62.222,45.733,52.947,37.962,139.459,19.698,37.302,36.802,48.124,91.62,83.843,76.428,23.041,1
1316,Jzzgyyfkville,Ljkphland,8.86,41.584,8.159,102.789,63.596,91.524,42.023,47.638,41.693,1.938,10.693,28.75,108.165,81.143,39.205,22.947,32.162,52.299,95.059,0.938,41.949,61.402,68.683,13.817,15.093,5.837,4.4,99.232,79.072,1.369,28.857,75.429,83.68,69.575,30.412,68.78,51.165,67.758,36.393,21.034,74.055,12.716,61.105,69.598,69.008,56.499,72.517,95.804,27.214,0.336,41.425,66.585,18.272,28.988,20.448,0
1317,Axdldqjtville,Klglxeland,11.705,35.541,6.976,16.422,38.976,42.896,43.915,78.854,117.712,1.799,35.347,48.28,43.771,69.7,31.191,76.824,44.027,43.822,34.276,0.783,56.974,26.551,22.662,56.185,15.897,28.894,70.068,15.281,4.787,1.513,49.573,9.161,69.406,3.519,53.962,26.383,36.013,79.442,65.703,84.783,38.305,20.743,25.739,12.894,4.498,73.377,13.618,69.339,1.98,46.706,68.417,75.866,128.121,94.036,136.589,1
1318,Flbeoville,Oexcsiland,8.509,33.344,8.906,122.838,115.734,61.064,25.466,40.409,67.189,1.546,45.448,77.826,19.301,7.273,2.801,58.009,34.778,68.048,78.78,0.967,107.008,25.101,51.58,83.165,35.031,68.88,2.956,60.912,62.534,3.185,104.167,41.352,1.345,6.186,17.881,13.392,67.337,58.609,26.714,45.46,0.018,31.674,7.838,79.584,46.866,76.948,77.033,30.784,17.582,68.604,80.155,5.676,28.934,133.367,24.648,1
1319,Xcxhsismville,Woxaland,5.07,28.663,7.389,47.18,80.038,59.366,78.389,1.714,40.238,2.2,57.61,5.127,15.863,58.573,37.439,99.696,84.165,59.749,38.977,1.923,3.303,30.884,19.619,101.636,118.786,110.461,13.305,75.419,57.839,2.412,85.096,77.265,40.491,59.135,65.894,84.467,86.729,3.77,48.201,29.398,68.435,7.336,47.484,31.602,31.346,81.751,97.948,79.658,96.392,18.942,6.523,93.626,96.969,56.336,4.55,1
1320,Jjckkkaville,Bqcpland,4.291,38.57,9.473,21.303,75.108,59.972,25.772,20.216,6.01,1.282,52.39,94.368,32.904,102.267,45.542,84.907,12.292,11.188,108.986,2.527,7.388,13.91,3.545,124.9,16.698,7.178,70.524,101.384,25.786,4.602,37.223,141.791,56.413,45.633,27.138,36.668,92.024,86.539,0.737,22.702,24.347,66.651,27.846,28.974,64.174,63.315,40.02,20.448,33.632,37.543,66.969,40.613,69.328,4.012,83.62,1
1321,Xqfodville,Flippland,9.862,35.744,10.612,119.529,62.514,22.882,82.208,12.601,96.734,1.83,23.815,35.875,63.991,59.762,40.077,119.708,13.855,2.71,116.007,1.061,26.435,34.419,39.156,72.593,6.984,92.775,86.429,66.599,99.554,4.844,91.313,100.222,75.012,35.481,89.844,35.088,32.454,74.182,14.654,3.907,90.079,48.599,47.83,21.753,6.772,10.792,11.584,37.761,34.592,13.372,49.905,0.329,46.414,5.428,46.717,0
1322,Uovylgville,Iztfland,15.452,36.592,4.758,6.264,42.842,63.283,40.193,19.906,59.162,2.005,41.791,120.992,96.729,24.673,16.93,85.978,51.01,116.394,45.225,1.74,61.378,114.776,82.869,39.875,33.515,78.533,27.06,34.887,17.091,2.888,33.626,55.85,87.051,1.156,38.143,11.609,60.964,110.45,114.109,21.594,86.653,122.767,74.781,78.125,55.472,73.594,34.69,57.225,44.807,11.606,49.664,55.757,49.782,67.871,25.806,1
1323,Fphkrzville,Bnqvztland,11.721,43.751,9.441,9.623,32.904,87.068,59.527,42.444,12.477,1.375,56.711,34.863,60.088,43.405,105.877,117.844,50.519,77.711,79.841,1.954,89.874,3.385,41.667,37.268,109.492,89.905,5.795,22.303,92.589,3.365,112.562,16.031,50.546,31.787,28.923,90.956,104.452,79.236,31.442,25.027,37.576,32.928,45.259,35.36,16.72,8.909,42.102,45.036,48.444,23.047,104.981,44.523,0.091,16.038,63.617,1
1324,Bopomkeyville,Wfcxbland,8.207,36.938,6.3,99.475,49.184,59.557,26.368,87.495,83.197,2.074,4.715,81.367,68.386,81.975,38.073,53.955,6.685,26.004,113.873,0.394,67.913,49.54,94.784,71.758,82.815,34.116,27.642,22.472,28.965,3.944,59.814,101.041,36.556,116.991,21.802,25.213,22.279,79.519,118.113,24.773,1.158,85.893,47.674,10.669,78.202,9.864,79.454,21.042,91.751,68.282,9.432,128.292,33.455,66.49,72,1
1325,Mffvdville,Xtmamxland,14.476,35.509,9.594,34.72,91.636,60.247,20.508,34.446,7.633,1.453,61.618,97.174,103.017,50.246,128.672,51.648,22.674,0.028,23.549,1.366,125.067,19.796,19.787,43.077,18.988,51.152,26.547,70.038,59.234,2.293,45.36,58.926,53.132,80.145,47.211,38.119,8.436,30.144,17.52,71.205,50.783,0.758,35.177,97.82,71.684,52.212,19.832,65.04,79.889,50.19,1.976,131.349,9.937,30.739,87.02,1
1326,Edoeqrxville,Krstryland,11.851,28.562,7.382,83.073,90.048,29.454,3.463,2.739,115.144,1.837,58.15,71.843,62.533,24.011,21.513,95.784,6.369,67.849,83.522,2.24,10.503,126.659,50.278,80.029,45.912,90.305,112.808,36.633,36.116,0.912,4.451,78.622,18.327,22.825,26.055,35.283,13.65,79.732,53.628,66.235,0.997,57.522,33.045,54.268,47.902,57.594,50.904,65.524,32.714,49.129,32.694,103.748,8.684,26.9,85.069,1
1327,Axdldqjtville,Ajlqkhland,8.556,32.623,12.038,62.135,109.406,68.181,2.88,36.844,73.699,1.671,46.95,32.071,29.137,18.151,63.271,31.61,16.308,57.193,73.239,1.252,80.001,45.481,20.226,99.231,16.721,9.915,15.505,56.126,110.289,3.565,3.509,6.217,37.913,41.831,49.688,64.989,78.222,54.727,46.762,33.615,33.777,26.979,29.329,29.655,12.473,20.069,24.404,38.248,4.746,86.356,75.073,11.739,1.625,35.734,24.535,1
1328,Dmnzuyville,Wfcxbland,15.134,32.902,4.983,53.843,44.338,14.004,31.987,9.585,20.63,1.93,59.066,60.867,115.482,23.091,56.567,36.051,123.117,17.854,42.169,1.462,39.504,13.114,13.579,2.255,110.559,76.953,92.925,112.211,52.193,2.171,33.93,85.698,25.796,49.604,83.462,52.759,22.003,141.79,14.682,43.473,66.588,26.068,92.98,23.022,44.101,26.767,14.021,0.544,71.551,49.443,20.242,131.993,35.3,19.816,16.731,1
1329,Fmmzbcjjville,Fqjiland,13.62,36.915,7.757,86.048,44.061,10.724,63.981,23.318,54.203,1.175,59.254,93.731,35.506,71.121,19.643,77.448,15.39,47.06,70.011,1.673,69.922,48.095,25.053,4.909,33.406,106.378,101.615,82.095,18.173,0.732,57.515,3.299,47.399,42.261,84.402,106.446,55.874,86.308,17.436,15.292,37.198,24.939,73.593,42.32,106.371,65.25,38.483,40.17,32.677,87.392,65.499,71.75,30.379,72.262,33.049,1
1330,Mffvdville,Fqjiland,11.462,32.36,7.498,18.67,19.142,40.558,36.367,22.844,33.44,1.785,38.353,40.749,42.544,61.31,125.779,24.409,59.739,97.846,131.704,2.141,36.964,25.754,5.96,109.541,26.188,39.44,98.61,80.465,49.61,2.875,19.516,79.027,62.912,0.363,96.183,62.499,25.264,63.616,18.274,32.509,140.015,32.401,50.898,7.563,84.689,16.925,78.081,33.1,48.667,101.241,17.49,9.909,63.445,67.981,43.553,1
1331,Flbeoville,Dqfpland,11.944,31.31,10.603,74.746,5.465,91.895,100.601,70.86,67.255,1.505,6.434,7.784,47.665,7.752,96.439,88.299,105.021,29.945,86.319,0.617,64.473,2.951,62.602,49.205,64.305,51.15,21.817,80.344,3.303,2.795,92.481,80.663,10.366,63.992,14.77,50.3,59.722,61.422,34.952,95.662,39.772,94.227,78.787,32.546,102.121,36.106,31.852,28.79,73.193,48.833,16.827,25.993,1.828,63.035,52.531,1
1332,Bopomkeyville,Xbdtland,14.75,26.142,9.067,47.736,95.56,0.453,30.156,109.043,16.111,1.744,119.032,13.526,47.331,12.877,76.241,91.724,16.409,23.172,0.545,0.549,5.91,100.216,5.221,10.468,70.422,78.951,83.248,45.159,51.238,3.005,36.836,44.895,71.711,21.243,31.408,10.191,50.696,53.614,65.605,34.511,35.955,51.291,55.41,31.522,16.694,57.669,13.027,3.946,92.603,12.972,26.507,51.717,93.293,0.059,15.553,1
1333,Flbeoville,Ajlqkhland,11.583,40.424,9.959,39.048,100.242,11.449,7.476,44.49,41.79,1.188,112.212,44.904,72.748,18.176,100.971,97.669,66.31,13.297,78.576,2.534,25.807,8.911,36.449,44.575,101.202,94.824,20.899,23.008,30.502,2.777,53.965,53.707,12.335,114.319,107.245,61.755,97.465,114.016,93.52,104.244,30.151,28.537,1.125,56.879,30.106,0.535,58.486,66.381,20.475,105.873,83.537,125.662,23.096,3.8,37.84,1
1334,Bmvijifsville,Dqfpland,6.027,41.541,6.593,47.795,21.049,11.476,57.445,81.76,61.889,1.243,81.622,69.338,23.49,74.597,30.156,49.279,19.824,101.418,66.254,2.794,3.399,40.334,22.625,66.701,35.117,108.437,111.919,15.938,58.878,2.345,3.867,72.265,24.965,7.255,113.466,1.185,48.264,39.917,49.729,73.182,8.548,52.173,25.251,45.844,0.242,38.479,28.437,71.987,33.104,4.762,67.033,112.506,9.923,38.94,52.902,1
